Date Created,Number of Likes,Source of Tweet,Tweets
2022-10-02 09:57:37+00:00,1721,Twitter for iPhone,"Armenia will use all available international mechanisms to ensure investigation and accountability. Such acts of violence should be addressed properly, with consequences for the aggressor."
2022-10-02 09:50:35+00:00,3264,Twitter for iPhone,Yet another horrific video circulated in social media: Azerbaijani soldiers are arbitrarily executing group of #Armenian POWs on sovereign Armenian territory. Int'l community should strongly condemn &amp; address this war crime &amp; take appropriate measures to halt Az's aggression.
2022-09-29 12:34:32+00:00,874,Twitter for iPhone,"#Armenia’s internationally recognized territories are occupied by Azerbaijan's armed forces. Our position is clear: Azerbaijan must withdraw its forces from our territory. We’re determined to protect our independence, sovereignty &amp; territorial integrity. 
https://t.co/0uDDErNarc"
2022-09-28 19:28:52+00:00,1561,Twitter for iPhone,Withdrawal of Azerbaijani troops and deployment of an international observer mission on the @Armenian territories affected by @Azerbaijani occupation and bordering areas is an absolute necessity.
2022-09-28 19:15:12+00:00,1804,Twitter for iPhone,"As a result of a new @Azerbaijani attack 3 Armenian soldiers have been killed today within the territory of @Armenia. This is an attack against Armenian independence, sovereignty and democracy. The Azerbaijani invasion must be condemned and stopped. #StandForArmenianDemocracy!"
2022-09-26 19:04:47+00:00,1335,Twitter for iPhone,I had an effective discussion with President @EmmanuelMacron . I provided detailed information on the consequences of the Azerbaijani aggression. We referred to the steps aimed at the de-escalation of the situation and prevention of any possible aggression by Azerbaijan. https://t.co/atK6kJXVAG
2022-09-26 18:14:23+00:00,315,Twitter for iPhone,"It’s necessary to sign the Armenia-Azerbaijan peace treaty with mutual recognition of borders reaffirmed by the agreement of December 8, 1991. The settlement of Nagorno-Karabakh issue is also essential which will guarantee the rights &amp; security of Armenians of Nagorno-Karabakh."
2022-09-26 18:14:23+00:00,541,Twitter for iPhone,Azerbaijans’ actions cannot be assessed in any way other than deliberate aggression. Sending an int’l observation mission to regions affected by Azerbaijani occupation &amp; the border zone will be an important factor in stabilizing the situation.    https://t.co/TLQZzcT74L
2022-09-26 09:53:24+00:00,1076,Twitter for iPhone,Looking forward to the Important negotiations with president @EmmanuelMacron in @Paris today.
2022-09-25 12:23:50+00:00,574,Twitter Web App,"During the meetings with our international partners in the sidelines of the #UNGA , I presented the consequences of the Azerbaijani aggression and emphasized the importance of an adequate reaction of the international community to prevent a new aggression. https://t.co/jh95jXt9PT"
2022-09-25 11:16:08+00:00,1081,Twitter for iPhone,"In my @UN speech I posed a simple question: does @Azerbaijan recognize the territorial integrity of @Armenia in its internationally recognized borders? If so, we could proceed with peace treaty. Unfortunately, there is no positive reaction. The question is why?"
2022-08-05 16:48:34+00:00,354,Twitter for iPhone,"On a phone conversation with @SecBlinken, we discussed the recent days’ tensions in Nagorno Karabakh and Azerbaijan's deviation from the provisions of the trilateral declaration of November 9, 2020. I reaffirmed Armenia՚s position on regional peace and stability."
2022-07-25 19:53:05+00:00,375,Twitter Web App,"Today, I spoke to @SecBlinken about Armenia-Azerbaijan peace talks, processes taking place in Armenia-Turkey relations, about issues related to the settlement of Nagorno-Karabakh issue. I reaffirmed Armenias' commitment to peace agenda &amp; we agreed to continue dialogue between🇦🇲🇺🇸"
2022-07-11 12:11:58+00:00,2293,Twitter Web App,In a phone conversation with Turkey’s President Erdogan we emphasized the importance we attach to the bilateral normalization process between #Armenia and #Turkey. We expect early implementation of agreements reached in the meeting of our Special Representatives on July 1․
2022-05-26 09:49:45+00:00,818,Twitter for iPhone,#Armenia’s first ever space #satellite was launched into the Earth’s orbit on a @SpaceX rocket from #CapeCanaveral in the #UnitedStates. Armenia is embarking into the era of space. https://t.co/wo8DJhQUXo
2022-04-24 19:50:04+00:00,1179,Twitter for iPhone,"J’adresse mes plus vives et chaleureuses félicitations à @EmmanuelMacron pour sa réélection et lui souhaite le meilleur pour les 5 prochaines années pour la prospérité du peuple ami français et pour le rayonnement de la France. 
🇫🇷 🇦🇲 https://t.co/S4DF6dPBVJ"
2022-04-24 07:17:45+00:00,327,Twitter for iPhone,"Today we pay tribute to memory of the victims of #ArmenianGenocide, honour the survivors &amp; express our immense gratitude to our people who through unity &amp; unremitting work preserved #Armenia'n identity &amp; restored our independent state. 

https://t.co/MeamjZa0Lj"
2022-04-19 10:21:18+00:00,246,Twitter for iPhone,Прибыл в Российскую Федерацию с двухдневным официальным визитом. https://t.co/URp679wTUh
2022-04-16 14:00:51+00:00,347,Twitter for iPhone,"I congratulate our people on the Feast of the Holy Easter - the Glorious Resurrection of our Lord Jesus Christ. 

Christ is Risen from the Dead! Blessed is the Resurrection of Christ! Happy Easter! https://t.co/gEnepPDZ5k"
2022-03-31 12:26:31+00:00,104,Twitter Web App,My speech today at the Cabinet Meeting. https://t.co/r0tObeeMZW
2022-03-31 12:17:46+00:00,609,Twitter Web App,"Օutrageous disinformation, as if #Armenia provided 4 #Su30SM to #Russia for use in #Ukraine, circulated by #Azerbaijan'i sources and widely spread in Western world is #fakenews. Our SUs have never left the borders of our country since the day they were imported to Armenia."
2022-03-31 11:33:19+00:00,974,Twitter for iPhone,"It is obvious that #Armenia, which suffered from involvement of mercenary-terrorists in #NagornoKarabakh war two years ago, can never contribute to transfer &amp; deployment of foreign terrorist fighters to #Ukraine through the territory of Armenia."
2022-03-25 11:19:37+00:00,286,Twitter Web App,Warmest congratulations to Mr. @CharlesMichel on the re-election as the President of the European Council. I do hope that our partnership would further contribute to the positive dynamics of #Armenia - #EU multilayered cooperation. https://t.co/FIg4MrvGRC
2022-03-09 21:01:23+00:00,1130,Twitter for iPhone,"Ma visite de travail en #France vient de s’achever. J’exprime mes remerciements au Président Macron de son accueil chaleureux, de son attachement profond aux relations franco-arméniennes, ainsi que de ses efforts précieux au développement de notre coopération pluri sectorielle. https://t.co/3TWMYKXqUg"
2022-03-09 19:43:02+00:00,261,Twitter for iPhone,"Nous venons de participer, avec le Président de la 🇫🇷@EmmanuelMacron à la conférence “Ambitions France-Arménie” durant laquelle nous avons réaffirmé notre pleine volonté de poursuivre de promouvoir notre coopération dans les domaines de l’économie, de la santé et autres. https://t.co/6ewHjxilVj"
2022-01-05 15:10:06+00:00,406,Twitter for iPhone,I wish a Merry Christmas to all Armenians around the world. https://t.co/sVNkZla2Un
2021-12-20 18:39:14+00:00,258,Twitter for iPhone,"#Armenia highly values the close cooperation between different state agencies of Armenia and #Georgia and aims to expand cooperation between the two peoples based on centuries-old friendship and strategic interconnection in all sectors: energy, technology, tourism &amp; agriculture. https://t.co/zxxvcKDk7P"
2021-12-20 12:49:48+00:00,238,Twitter for iPhone,"Was happy to see my counterpart and friend, the Prime Minister of 🇬🇪 @GharibashviliGE in #Tbilisi. We agreed to direct joint efforts to enhancing better and efficient economic cooperation between 🇦🇲 and 🇬🇪 https://t.co/fzv5K7XBCb"
2021-12-16 08:09:05+00:00,279,Twitter for iPhone,Held a warm meeting with the President of Cyprus 🇨🇾 @AnastasiadesCY . The close historical and cultural ties between our two friendly countries are solid basis to further develop bilateral partnership and to enrich our cooperation. https://t.co/tf70kLA637
2021-12-15 18:57:46+00:00,196,Twitter for iPhone,"During my working visit to Brussels I took part in the #EasternPartnership Summit today, along with  @eucopresident @CharlesMichel , President of the @EU_Commission @vonderleyen , leaders of the EU member states and the Eastern Partnership countries. https://t.co/wPq5PgYWUR"
2021-12-15 14:43:52+00:00,239,Twitter for iPhone,"In a meeting with the Prime Minister of 🇸🇮 @JJansaSDS several foreign policy issues were discussed, including the enhancement of our bilateral relations․ https://t.co/FyDp4nxIdd"
2021-12-15 10:16:09+00:00,234,Twitter for iPhone,Held a productive meeting with the President of 🇲🇩 @sandumaiamd    We agreed to enhance economic and trading cooperation between our two countries. https://t.co/BVPnjxwtoO
2021-12-15 06:07:19+00:00,418,Twitter for iPhone,"In a trilateral meeting with @CharlesMichel &amp; @azpresident we reaffirmed the agreement to relaunch the railway based on int’y accepted border &amp; customs regulations on reciprocal principle, under the sovereignty &amp; authority of the countries. 🇦🇲 will receive railway access to 🇮🇷🇷🇺"
2021-12-14 17:50:38+00:00,564,Twitter for iPhone,🇦🇿 tries to bring the issue of opening regional communications to deadlock. The attempts of 🇦🇿 ‘s President to make parallels between the opening of regional communications with Lachin corridor have nothing to do with the statements signed on this topic. It is unacceptable for 🇦🇲
2021-10-12 21:19:29+00:00,257,Twitter for iPhone,"Сегодня встретился с президентом РФ Владимиром Путиным. Встреча была весьма продуктивной. Обсудили как двустороннюю повестку, так и ситуацию в регионе. Продолжим контакты для реализации достигнутых договоренностей. https://t.co/l5cuCUwdvn"
2021-10-04 19:00:24+00:00,383,Twitter for iPhone,"Had a fruitful visit to 🇱🇹 We discussed the ways to enhance bilateral relations. I reaffirmed our commitment to continue democratic reforms in 🇦🇲 Had a frank discussion with reps of Armenian community, analysts at EESC on regional issues. Thank you 🇱🇹 for warm &amp; amiable welcome! https://t.co/ZXH12HUw5D"
2021-09-24 17:57:46+00:00,190,Twitter for iPhone,My speech at the General Debate of the 76th session of the UN General Assembly. https://t.co/MuWelv7GPZ
2021-09-14 13:40:40+00:00,658,Twitter for iPhone,L’Amitié franco-arménienne au rendez-vous à #Erevan avec l’arrivée de la première partie de 25.000 doses de vaccins sur 200.000 que la #France octroie à l’#Arménie pour l’épauler dans son action contre le #COVID19. https://t.co/UQQVMbaVRx
2021-09-09 13:30:49+00:00,369,Twitter for iPhone,"I’m thankful to my colleague, PM Garibashvili and President Zourabichvili for the warm reception. Would like to emphasize that 🇦🇲🇬🇪 relations are on a high level. We’ll use all the opportunities to strengthen bilateral  cooperation contributing to the regional peace &amp; stability. https://t.co/MOb3M3kzw9"
2021-08-24 17:25:38+00:00,299,Twitter for iPhone,I congratulate the people of Ukraine on the occasion of 30th anniversary of independence. I believe that the ties between our nations will continue to serve as a solid ground for further development of friendly and mutually beneficial relations.
2021-08-19 10:41:03+00:00,199,Twitter for iPhone,На встрече с президентом Кыргызстана договорились ещё более активизировать торгово-экономическое сотрудничество и политический диалог между двумя странами. https://t.co/OBPncUw5jI
2021-08-05 09:05:59+00:00,721,Twitter for iPhone,"The centuries-old friendship between 🇮🇷 &amp; 🇦🇲, the close historical &amp; cultural ties is a solid basis to further develop bilateral partnership and to enrich our cooperation. https://t.co/mFDntvBWDD"
2021-07-17 11:52:39+00:00,478,Twitter for iPhone,Had a very fruitful meeting with @CharlesMichel. Highly appreciate EU‘s decision to allocate €2.6billion for implementation of Flagship Initiatives to promote economic growth &amp; development in Armenia &amp; its commitment to contributing to the establishment of peace in our region. https://t.co/ORVd1nfLC6
2021-07-07 19:21:47+00:00,224,Twitter for iPhone,"Profondément choqué et attristé par l’assassinat du président haïtien @moisejovenell. Je condamne sans réserve cet acte odieux. Face à cette situation tragique, j’exprime ma solidarité au peuple haïtien."
2021-06-21 05:51:11+00:00,511,Twitter for iPhone,"Согласно опубликованным ЦИК предварительным результатам выборов, партия «Гражданский договор» будет иметь конституционное большинство в новоизбранном парламенте (не менее 71 депутата из 105) и сформирует правительство под моим руководством."
2021-06-21 05:48:37+00:00,986,Twitter for iPhone,"Thus, according to the preliminary results of the elections as published by the Central Electoral Commission, in the newly-elected parliament the Civil Contract party will have a constitutional majority (at least 71 MPs out of 105) and will form a government led by me."
2021-06-01 17:47:14+00:00,258,Twitter for iPhone,L'#Arménie et le peuple arménien sont reconnaissants à la #France amie d'être toujours à nos côtés. 🇫🇷🇦🇲
2021-06-01 17:45:22+00:00,590,Twitter for iPhone,"Ma visite en République française est terminée. Je remercie le Président @EmmanuelMacron,  @RichardFerrand de l’@AssembleeNat, @gerard_larcher du @senat, la Maire de @Paris @Anne_Hidalgo et nos chers représentants de la communauté 🇫🇷🇦🇲 pour l'accueil chaleureux et important. https://t.co/aayTlK42gK"
2021-05-12 14:43:34+00:00,559,Twitter for iPhone,It’s always an honor to host the leadership of 🇬🇪 in our country. We have discussed a range of topics - from transit to a better and stronger economic cooperation between 2 brotherly countries. We will continue to support each other to maintain peace and prosperity in our region. https://t.co/oCoVYYCMrL
2021-04-24 16:37:21+00:00,2465,Twitter for iPhone,"It is an important day for all Armenians. Following the resolutions adopted by US Congress in 2019, President Biden honored the memory of victims of the Armenian Genocide. The US has once again demonstrated its unwavering commitment to protecting human rights and universal values"
2021-04-24 16:03:43+00:00,1406,Twitter for iPhone,"Today we pay tribute to 1.5 million martyrs, victims of the Ottoman Empire’s criminal policies during WWI. The ideologies that led to the Armenian Genocide are still alive today, as demonstrated by the atrocities committed against the Armenians of Artsakh during the recent war."
2021-04-16 19:32:40+00:00,455,Twitter for iPhone,I am deeply saddened by the death of Vartan Gregorian-one of the greatest Armenian Americans. Vartan who chaired @CarnegieCorp for 2 decades &amp; co-founded Aurora Humanitarian Initiative will be greatly missed. His intellectual contribution will be remembered by generations to come
2021-04-09 16:42:44+00:00,560,Twitter for iPhone,"Profoundly saddened for the loss of His Royal Highness the Prince Philip, Duke of Edinburgh. May the Lord bless and give strength to his family to sail this sorrow. May his memory be eternal."
2021-02-05 09:42:14+00:00,332,Twitter for iPhone,"Завершилось заседание Евразийского межправительственного совета. 

Подтверждаю готовность Армении приложить усилия по реализации приоритетных программ в ЕАЭС, обозначенных в рамках председательства Казахстана и направленных на продвижение евразийской интеграции и развитие Союза. https://t.co/hn8dXelRz8"
2021-02-05 05:26:23+00:00,292,Twitter for iPhone,Нам в ЕАЭС необходимо активно двигаться в направлении реализации совместных цифровых проектов. Целью должна стать полноценная цифровизация услуг предоставляемых гражданам со стороны государства. Для этого нужно использовать весь спектр электронных услуг. #AlmatyDigitalForum https://t.co/TU993LYhYH
2021-02-05 03:17:43+00:00,442,Twitter for iPhone,"На полях Евразийского межправсовета и Цифрового форума встретился с Премьер-министром Кыргызской Республики, Улукбеком Мариповым. Вместе обсудили развитие сотрудничества между Арменией и Киргизстаном в двустороннем и многостороннем формате. https://t.co/7uRskF5NQT"
2020-11-25 17:46:28+00:00,2720,Twitter for iPhone,"J’adresse ma profonde gratitude à la France et au peuple français pour la Résolution du @Senat sur la reconnaissance de la République d’#Artsakh. La France réaffirme son attachement aux valeurs universelles, ainsi qu’au respect des principes fondementaux du droit international."
2020-11-22 14:44:24+00:00,3249,Twitter for iPhone,"La #France, amie de l'#Arménie et du peuple #arménien, est à nos côtés. Un 1er avion transportant l'aide humanitaire du gouvernement français vient d'atterrir à #Erevan."
2020-11-21 10:47:05+00:00,1223,Twitter for iPhone,"В ходе встреч с Сергеем Лавровым и Сергеем Шойгу обсудили ряд важных вопросов связанных с военно-политической ситуацией в Нагорном Карабахе и регионе, 
а также широкий круг вопросов, касающихся военного и военно-технического сотрудничества между Арменией и Россией."
2020-11-13 15:54:43+00:00,2789,Twitter Web App,I spoke to @EmmanuelMacron yesterday re Nov.10 joint statement &amp; the current situation in the region. President Macron expressed satisfaction over ceasefire &amp; underscored his readiness to contribute to a lasting solution in #Artsakh acceptable to all parties.
2020-11-12 16:18:05+00:00,3481,Twitter for iPhone,"Dear compatriots, the last few days have been some of the most difficult in our nation’s history #Armenian people deserve clear explanation regarding the circumstances of ceasefire agreement. I’ve tried to answer these questions in my address to the nation https://t.co/BSGgzxwXdK"
2020-11-09 15:38:16+00:00,8163,Twitter Web App,The battles for #Shushi continue.
2020-11-03 20:47:52+00:00,3846,Twitter Web App,"Here is the testimony of the second mercenary that was captured. Like many others, he was recruited in Syria and transported from Turkey to Azerbaijan to fight against Armenians of #Artsakh 
https://t.co/X13ukH8XZy"
2020-11-03 13:03:49+00:00,3176,Twitter Web App,"It's a pity that just a few hours after the publication of this interview, Israel became an indirect target, albeit at a synagogue in Vienna. Tolerance towards other nations &amp; religions must become an indisputable value in int'l relations.@Jerusalem_Post 
https://t.co/c73Y1edjAd"
2020-11-03 09:24:46+00:00,6723,Twitter Web App,"A hybrid world war has started and the more the world continues to ignore it, the more it will become noticeable. This war is equally directed against Christians, Muslims &amp; Jews. #Artsakh has become the frontline for anti-terrorism. We're with you, Vienna. Civilization must win!"
2020-11-03 06:45:02+00:00,8741,Twitter for iPhone,"Our prayers are with the people of Austria. #NagornoKarabakh has been fighting against the Azerbaijani-Turkish terrorist tandem for over a month now. I share the grief of the people of Austria, wish patience to the families of the victims, and a speedy recovery to those wounded."
2020-11-01 19:29:41+00:00,3493,Twitter for iPhone,"Yet another Syrian mercenary, deployed by Turkey to attack the Armenians of #Artsakh, describes in detail how he and countless others were transported from Syria to Turkey to Azerbaijan and promised a $2000 salary to kill Armenians.  https://t.co/UMKrhiKinT"
2020-11-01 15:01:13+00:00,4120,Twitter for iPhone,#Armenia can always recognize the independence of #Artsakh. It’s important that other members of int’l community recognized it. Today this issue is more urgent considering the humanitarian catastrophe in which #NagornoKarabakh finds itself now. @AJArabic https://t.co/4esGl75FMS
2020-10-31 18:01:08+00:00,2619,Twitter Web App,"“Karabakh under the control of Azerbaijan” means #Karabakh without Armenians, hence it means genocide. Thus, now more than ever, the int'l community needs to recognize #Artsakh to complete the exercise of the right to remedial secession. #RecognizeArtsakh 
https://t.co/QYEwFx5SiG"
2020-10-31 17:59:16+00:00,10238,Twitter Web App,"“Karabakh under the control of Azerbaijan,” means Karabakh without Armenians, hence it means genocide. Thus, now more than ever, the international community needs to recognize Artsakh to complete the exercise of the right to remedial secession. #RecognizeArtsakh"
2020-10-31 08:20:37+00:00,4361,Twitter for iPhone,"Despite agreement reached not to target civilians &amp; civilian infrastructure, since early morning #Azerbaijan resumed bombing of #Shushi &amp; #Stepanakert. Azerbaijan leadership is not capable to fulfill its own commitments and #Artsakh civilian population is its main enemy &amp; target. https://t.co/ugC2gL2wmE"
2020-10-30 14:18:07+00:00,6491,Twitter Web App,"What's happening in #Artsakh is connected to what Turkey is doing in Greece, Cyprus, Libya, Syria, Iraq. Armenians are the last hurdle frustrating Turkey's expansionism. The West has failed to assess Turkey’s conduct, i.e. expect Turkey's appetite to grow. https://t.co/gWImSCGC9d https://t.co/FbO3akiWzz"
2020-10-29 09:26:56+00:00,5462,Twitter Web App,"Turkish led Azerbaijani forces along with terrorists continue intensive military operations in different directions of the front line, including peaceful settlements across #Artsakh. Their aim is the ethnic cleansing of #Armenians in Artsakh. #RecognizeArtsakh"
2020-10-28 13:07:26+00:00,6987,Twitter Web App,Azerbaijan with Turkey's direct support continues its genocidal policy against #Armenians of #Artsakh . The Azerbaijani armed forces have targeted civilian infrastructure in #Stepanakert and #Shushi deliberately hitting a maternity hospital and a health center through airstrikes. https://t.co/os9fzj9s5I
2020-10-27 20:38:28+00:00,5622,Twitter Web App,"We have many friendly countries around the world that have been supporting us in these difficult times, thus the #Armenian  people are forever grateful and will never forget.
#ArtsakhStrong 
https://t.co/JcJiHcpHnl"
2020-10-26 19:23:00+00:00,7397,Twitter Web App,"I would like to state that the efforts of the international community, this time brokered by the #UnitedStates, to establish a ceasefire, have failed. As a result of continuous shelling by Azerbaijan, civilians were killed and wounded in #Artsakh today.
@realDonaldTrump"
2020-10-26 19:06:17+00:00,4077,Twitter Web App,"The presidents of #Russia , the #UnitedStates and #France sincerely desire that a ceasefire be established. The leaders of these countries are signing their names under these ceasefire efforts. 
@KremlinRussia   
@realDonaldTrump  
@EmmanuelMacron"
2020-10-26 07:54:45+00:00,4126,Twitter Web App,"Despite several provocations, the ceasefire is generally being maintained. The #Armenian side will continue to strictly adhere to the ceasefire regime."
2020-10-26 05:46:45+00:00,6879,Twitter for iPhone,The Armenian side continues to strictly  adhere to the ceasefire regime.
2020-10-26 04:05:19+00:00,5837,Twitter for iPhone,"As agreed in Washington DC, with US mediation, the Armenian side will fully maintain the ceasefire starting from 8 a.m. @realDonaldTrump"
2020-10-25 18:25:07+00:00,5698,Twitter for iPhone,"I expect from India the same as from other reps of int'l community-state that Turkey moved mercenaries to Azerbaijan,initiated war, acknowledge that NK people face existential threat.Remedial secession &amp; recognition of Artsakh should be considered @WIONews https://t.co/4QwqtX9SxE"
2020-10-25 15:16:40+00:00,2438,Twitter for iPhone,"I also thanked the President of #France @EmmanuelMacron, for being one of the leaders who has spoken about the current situation truthfully-clearly stating that mercenaries from Syria are present &amp; that Turkey has taken a front and center role in the war against #NagornoKarabakh"
2020-10-25 15:16:39+00:00,3060,Twitter for iPhone,"At a meeting with French MPs, I expressed my full appreciation for their visit to our country and for standing beside the #Armenian people in such a difficult time for the whole country. https://t.co/hgfVYixFVm"
2020-10-22 18:12:39+00:00,3119,Twitter Web App,"Право на самоопределение народа Нагорного Карабаха должно быть защищено и соблюдаться.
@interfax_news 
https://t.co/LmpLMTDlfR"
2020-10-21 13:58:52+00:00,7663,Twitter Web App,"There is no #Armenia without #Artsakh and so, protecting the rights of the people of Artsakh means protecting the rights of the #Armenian people. And today, this means taking up arms and fighting for these rights."
2020-10-21 11:55:34+00:00,4111,Twitter Web App,"We welcome any constructive measure initiated by #Iran to establish peace and stability in the region.
@IrnaEnglish 

https://t.co/6oDxBRmRYN"
